Symbol,Price,Change_%,High,Low,Open,Previous_Close,Volume,Average_Volume,RVOL,Yahoo_Close,Dollar_Volume
ZBRA,272.52,-0.0477,276.98,270.97,273.82,272.65,593100.0,1031290.0,0.58,272.5199890136719,161631612.0
ZD,52.18,-1.2864,53.95,51.92,53.44,52.86,391300.0,651536.0,0.6,52.18000030517578,20418034.0
ZENA,1.39,2.2059,1.4,1.32,1.36,1.36,1520600.0,3408118.0,0.45,1.3899999856948853,2113634.0
ZEO,0.6442,2.2377,0.667,0.6051,0.611,0.6301,46100.0,80908.0,0.57,0.6439999938011169,29697.62
ZG,32.0,-3.6435,34.215,31.92,33.75,33.21,589700.0,1333352.0,0.44,32.0,18870400.0
ZION,70.66,0.914,70.86,69.98,70.39,70.02,1126500.0,1574542.0,0.72,70.66000366210938,79598490.0
ZM,89.76,-0.1335,91.49,89.355,90.86,89.88,2731600.0,4773052.0,0.57,89.76000213623047,245188416.0
ZNTL,4.88,3.8298,4.91,4.29,4.71,4.7,1401400.0,1112522.0,1.26,4.880000114440918,6838832.0
ZS,139.27,-5.3358,148.7391,138.6,147.12,147.12,3800200.0,5038986.0,0.75,139.27000427246094,529253854.00000006
ZSQR,8.56,0.8245,8.66,7.7,8.35,8.49,326400.0,469642.0,0.69,8.5600004196167,2793984.0
ZSTK,2.24,-10.0402,2.4899,2.12,2.31,2.49,23000.0,18368.0,1.25,2.240000009536743,51520.00000000001
ZTEK,0.4765,1.1677,0.5,0.45,0.461,0.471,104800.0,222236.0,0.47,0.47999998927116394,49937.2
ZUMZ,18.11,1.2297,18.28,17.95,17.97,17.89,217900.0,206866.0,1.05,18.110000610351562,3946169.0
ZVRA,13.35,-4.2324,13.955,12.955,13.94,13.94,2060200.0,1887800.0,1.09,13.350000381469727,27503670.0
ZYME,25.88,-4.396,27.13,25.36,27.03,27.07,482700.0,697616.0,0.69,25.8799991607666,12492276.0
A,134.29,0.524,136.3365,132.49,133.78,133.59,2175300.0,2455814.0,0.89,134.2899932861328,292121037.0
AA,48.68,-0.0821,49.3994,48.22,48.7,48.72,4987900.0,5415364.0,0.92,48.68000030517578,242810972.0
AADX,20.59,-1.0572,21.2314,20.26,20.61,20.81,362500.0,2308203.0,0.16,20.59000015258789,7463875.0
AAMI,81.66,1.5924,82.4974,81.31,81.31,80.38,419600.0,512646.0,0.82,81.66000366210938,34264536.0
AAT,25.12,0.1994,25.235,24.88,25.2,25.07,212800.0,424516.0,0.5,25.1200008392334,5345536.0
ABBV,248.08,-0.7323,251.6645,245.05,251.005,249.91,5780700.0,7276620.0,0.79,248.0800018310547,1434076056.0
ABCB,90.41,0.7242,90.9378,89.92,90.01,89.76,332000.0,491514.0,0.68,90.41000366210938,30016120.0
ABG,211.97,0.1134,216.6,211.415,213.33,211.73,376800.0,270976.0,1.39,211.97000122070312,79870296.0
ABM,44.6,0.3826,44.93,44.49,44.57,44.43,199300.0,591866.0,0.34,44.599998474121094,8888780.0
ABR,5.05,1.8145,5.125,4.975,4.99,4.96,2527400.0,4887942.0,0.52,5.050000190734863,12763370.0
ABT,93.93,-0.4979,94.97,93.465,94.97,94.4,6911900.0,13026272.0,0.53,93.93000030517578,649234767.0
ABX,11.11,-7.3394,12.0,11.07,12.0,11.99,572800.0,612784.0,0.93,11.109999656677246,6363808.0
ACA,145.0,0.0207,145.47,144.88,145.03,144.97,380800.0,605992.0,0.63,145.0,55216000.0
ACCO,3.88,1.3055,3.99,3.84,3.86,3.83,925800.0,998678.0,0.93,3.880000114440918,3592104.0
ACCS,7.1111,-0.1951,7.25,6.91,7.07,7.125,17300.0,17094.0,1.01,7.110000133514404,123022.03000000001
ACH,3.42,3.6364,3.48,3.27,3.28,3.3,262200.0,821894.0,0.32,3.4200000762939453,896724.0
ACHR,4.73,-2.4742,4.93,4.6901,4.89,4.85,23736200.0,45808876.0,0.52,4.730000019073486,112272226.00000001
ACI,14.76,2.9289,14.85,14.45,14.56,14.34,9213900.0,7235188.0,1.27,14.760000228881836,135997164.0
ACM,68.25,0.2939,69.03,67.95,68.66,68.05,1402600.0,2159812.0,0.65,68.25,95727450.0
ACR,17.32,-0.6311,17.42,17.23,17.23,17.43,10300.0,33998.0,0.3,17.31999969482422,178396.0
ACRE,4.43,0.0,4.47,4.37,4.42,4.43,400900.0,442134.0,0.91,4.429999828338623,1775987.0
ACU,47.3,-1.4789,48.4,47.23,47.71,48.01,13700.0,19860.0,0.69,47.29999923706055,648010.0
ACVA,6.67,-3.6127,7.11,6.645,7.02,6.92,2975500.0,3636878.0,0.82,6.670000076293945,19846585.0
ADC,77.95,0.1285,78.21,77.445,77.96,77.85,971700.0,1142842.0,0.85,77.94999694824219,75744015.0
ADM,80.41,1.8106,80.55,79.01,79.22,78.98,2970700.0,3888540.0,0.76,80.41000366210938,238873987.0
ADT,6.71,0.9023,6.76,6.665,6.69,6.65,6132100.0,11809184.0,0.52,6.710000038146973,41146391.0
AEE,112.94,1.0468,113.26,111.82,111.82,111.77,1173900.0,1869196.0,0.63,112.94000244140625,132580266.0
AEF,9.38,1.0776,9.39,9.26,9.29,9.28,94100.0,167852.0,0.56,9.380000114440918,882658.0000000001
AEM,146.87,-1.4494,149.22,145.44,147.84,149.03,1724900.0,2663582.0,0.65,146.8699951171875,253336063.0
AEO,16.81,0.7794,16.855,16.32,16.55,16.68,2666500.0,5303928.0,0.5,16.809999465942383,44823865.0
AEON,0.4831,-3.8989,0.5179,0.483,0.514,0.5027,66000.0,59024.0,1.12,0.4830000102519989,31884.6
AES,14.78,0.3394,14.79,14.76,14.78,14.73,5232300.0,10195990.0,0.51,14.779999732971191,77333394.0
AESI,14.39,1.2667,14.54,14.085,14.29,14.21,1531200.0,3447888.0,0.44,14.390000343322754,22033968.0
AFG,141.38,-0.6395,142.82,140.56,142.26,142.29,462900.0,519838.0,0.89,141.3800048828125,65444802.0
AFL,121.91,-0.0656,122.54,120.94,122.17,121.99,1193200.0,2554046.0,0.47,121.91000366210938,145463012.0
AGCO,114.32,0.9359,117.0,114.21,116.33,113.26,638600.0,740982.0,0.86,114.31999969482422,73004752.0
AGIG,0.97,-3.9604,1.02,0.9611,1.02,1.01,38400.0,158748.0,0.24,0.9700000286102295,37248.0
AGL,114.85,-0.7089,116.01,105.7058,114.46,115.67,206100.0,421458.0,0.49,114.8499984741211,23670585.0
AGM,202.53,1.3359,202.95,200.09,200.09,199.86,101600.0,132674.0,0.77,202.52999877929688,20577048.0
AGO,82.1,-0.4848,82.77,81.95,82.54,82.5,265300.0,429784.0,0.62,82.0999984741211,21781130.0
AGX,630.32,-8.3158,681.04,630.01,679.2,687.49,308400.0,334522.0,0.92,630.3200073242188,194390688.00000003
AHR,53.57,-0.5015,54.13,52.49,53.97,53.84,1755200.0,3467012.0,0.51,53.56999969482422,94026064.0
AHRT,7.07,-0.1412,7.11,7.04,7.08,7.08,716000.0,953510.0,0.75,7.070000171661377,5062120.0
AHT,3.2,-0.3115,3.25,3.168,3.168,3.21,6200.0,38114.0,0.16,3.200000047683716,19840.0
AI,8.95,-0.6659,9.28,8.84,9.21,9.01,5604600.0,6426460.0,0.87,8.949999809265137,50161169.99999999
AIB,2.07,13.1148,2.11,1.82,1.82,1.83,1600700.0,1211688.0,1.32,2.069999933242798,3313448.9999999995
AIG,79.17,0.0758,79.91,78.74,79.91,79.11,2016500.0,4411744.0,0.46,79.16999816894531,159646305.0
AII,19.02,-0.7307,19.21,18.845,19.21,19.16,43100.0,129478.0,0.33,19.020000457763672,819762.0
AIM,0.283,-2.3801,0.2913,0.276,0.2913,0.2899,274400.0,34416696.0,0.01,0.2800000011920929,77655.2
AIN,72.57,-0.4254,73.7099,72.49,72.56,72.88,123900.0,259110.0,0.48,72.56999969482422,8991423.0
AIR,135.67,-0.659,137.55,128.0,135.52,136.57,259800.0,426186.0,0.61,135.6699981689453,35247066.0
AIRI,2.89,-1.7007,2.96,2.85,2.94,2.94,98800.0,42196.0,2.34,2.890000104904175,285532.0
AIT,331.15,2.6854,332.365,322.4,322.4,322.49,281700.0,267992.0,1.05,331.1499938964844,93284955.0
AIV,2.8,0.3584,2.83,2.78,2.81,2.79,1136100.0,1448078.0,0.78,2.799999952316284,3181080.0
AIZ,278.89,-0.111,282.0,276.855,279.39,279.2,404300.0,447892.0,0.9,278.8900146484375,112755227.0
AJG,253.09,-0.264,255.5,250.94,254.9,253.76,1033000.0,1933134.0,0.53,253.08999633789062,261441970.0
AKA,11.18,-1.4457,11.35,11.0101,11.35,11.344,700.0,4598.0,0.15,11.180000305175781,7826.0
AKR,21.29,0.1882,21.38,21.06,21.38,21.25,707600.0,1485724.0,0.48,21.290000915527344,15064804.0
ALB,126.05,-1.8455,129.1075,125.9225,128.99,128.42,1465600.0,2307046.0,0.64,126.05000305175781,184738880.0
ALG,161.48,-0.4132,165.38,161.33,162.79,162.15,112900.0,202822.0,0.56,161.47999572753906,18231092.0
ALH,26.26,2.0202,26.475,25.66,25.66,25.74,274100.0,681204.0,0.4,26.260000228881836,7197866.0
ALIT,19.62,6.4569,19.84,18.1301,18.66,18.43,574800.0,1428309.0,0.4,19.6200008392334,11277576.0
ALK,49.42,-1.436,50.85,48.61,50.83,50.14,1952500.0,3338284.0,0.58,49.41999816894531,96492550.0
ALL,251.61,1.1945,251.87,249.0,249.87,248.64,1041600.0,1815674.0,0.57,251.61000061035156,262076976.0
ALLY,45.59,1.0641,46.01,45.28,45.74,45.11,2008100.0,3121096.0,0.64,45.59000015258789,91549279.0
ALSN,114.21,0.3779,115.65,113.74,114.43,113.78,501600.0,1235472.0,0.41,114.20999908447266,57287736.0
ALTG,6.62,4.7468,6.69,6.315,6.39,6.32,175700.0,315634.0,0.56,6.619999885559082,1163134.0
ALV,120.26,1.1013,121.68,120.06,120.47,118.95,563100.0,712196.0,0.79,120.26000213623047,67718406.0
ALX,274.36,0.9939,274.57,269.02,273.0,271.66,31200.0,39506.0,0.79,274.3599853515625,8560032.0
AM,22.28,-1.3286,22.6,22.01,22.58,22.58,1603600.0,2460462.0,0.65,22.280000686645508,35728208.0
AMBQ,85.28,-0.3622,85.51,82.0,83.86,85.59,439600.0,797052.0,0.55,85.27999877929688,37489088.0
AMC,1.89,-0.5263,1.95,1.87,1.93,1.9,24199900.0,41043452.0,0.59,1.8899999856948853,45737811.0
AMG,366.41,0.3973,369.9399,366.2,368.4,364.96,198100.0,333792.0,0.59,366.4100036621094,72585821.0
AMP,506.76,1.3196,513.0,500.69,508.8,500.16,456200.0,682412.0,0.67,506.760009765625,231183912.0
AMPX,11.53,-2.9461,12.05,11.37,11.98,11.88,4648300.0,8652926.0,0.54,11.529999732971191,53594899.0
AMPY,3.94,-3.1941,4.075,3.905,4.04,4.07,602100.0,816290.0,0.74,3.940000057220459,2372274.0
AMR,146.69,-2.1871,148.92,144.0805,147.66,149.97,343100.0,261696.0,1.31,146.69000244140625,50329339.0
AMRC,24.94,-2.768,26.03,24.88,26.03,25.65,278500.0,618388.0,0.45,24.940000534057617,6945790.0
AMS,1.49,-1.6502,1.52,1.4289,1.52,1.515,47500.0,264270.0,0.18,1.4900000095367432,70775.0
AMT,168.59,2.1758,168.93,166.18,166.5,165.0,2458200.0,3290100.0,0.75,168.58999633789062,414427938.0
AMTB,25.5,-0.1566,25.69,25.29,25.42,25.54,187400.0,273770.0,0.68,25.5,4778700.0
AMTM,21.01,-1.3615,21.85,20.76,21.5,21.3,1608700.0,2136780.0,0.75,21.010000228881836,33798787.0
AMWL,9.91,8.6623,10.16,8.835,9.09,9.12,349000.0,92238.0,3.78,9.90999984741211,3458590.0
AMZE,0.1147,-3.6134,0.1196,0.1125,0.1196,0.119,2256200.0,11335780.0,0.2,0.11500000208616257,258786.13999999998
AN,195.8,1.8148,201.235,192.97,192.97,192.31,361700.0,406524.0,0.89,195.8000030517578,70820860.0
ANDG,42.93,-1.2195,44.31,41.0,43.28,43.46,462100.0,326236.0,1.42,42.93000030517578,19837953.0
ANET,186.96,1.2291,187.62,182.5,185.297,184.69,5583200.0,10339352.0,0.54,186.9600067138672,1043835072.0
ANF,93.07,4.3035,93.24,88.5903,89.84,89.23,1239600.0,1375378.0,0.9,93.06999969482422,115369571.99999999
ANGX,4.0,1.0101,4.12,3.825,3.99,3.96,1680600.0,1320898.0,1.27,4.0,6722400.0
ANRO,26.48,-4.1968,27.63,24.81,27.2,27.64,517100.0,464936.0,1.11,26.479999542236328,13692808.0
ANVS,1.86,-4.6154,1.98,1.82,1.93,1.95,1166400.0,1134304.0,1.03,1.8600000143051147,2169504.0
AOMR,9.02,0.8949,9.06,8.96,8.96,8.94,73900.0,145136.0,0.51,9.020000457763672,666578.0
AORT,24.09,-0.083,24.23,23.66,24.2,24.11,333300.0,863580.0,0.39,24.09000015258789,8029197.0
AOS,60.44,2.406,61.39,59.135,59.43,59.02,1609900.0,1842162.0,0.87,60.439998626708984,97302356.0
AP,7.85,2.7487,7.95,7.4,7.84,7.64,214500.0,212608.0,1.01,7.849999904632568,1683825.0
APAM,36.49,-0.355,37.21,36.17,36.66,36.62,649600.0,799670.0,0.81,36.4900016784668,23703904.0
APD,299.53,1.2439,301.3103,296.29,296.86,295.85,1349500.0,1356692.0,0.99,299.5299987792969,404215734.99999994
APG,41.36,-0.6486,42.04,41.215,41.65,41.63,2230100.0,3023456.0,0.74,41.36000061035156,92236936.0
APH,159.06,-1.9601,162.4529,157.14,161.56,162.24,5948400.0,10450624.0,0.57,159.05999755859375,946152504.0
APO,120.34,0.4172,122.06,120.25,121.87,119.84,3076900.0,4009882.0,0.77,120.33999633789062,370274146.0
APT,5.06,-0.3937,5.1599,4.97,4.97,5.08,18800.0,116222.0,0.16,5.059999942779541,95127.99999999999
APUS,0.72,-2.0408,0.75,0.6794,0.73,0.735,87000.0,214508.0,0.41,0.7200000286102295,62640.0
AR,33.23,-3.6532,34.3925,32.58,34.24,34.49,6403100.0,4765734.0,1.34,33.22999954223633,212775012.99999997
ARDT,10.08,-0.0991,10.285,9.9,10.08,10.09,416800.0,557940.0,0.75,10.079999923706055,4201344.0
ARE,47.88,-1.2987,49.2,47.325,48.8,48.51,1870900.0,2053786.0,0.91,47.880001068115234,89578692.0
AREN,0.898,0.8989,0.92,0.8533,0.8866,0.89,54800.0,137248.0,0.4,0.8999999761581421,49210.4
ARES,121.81,0.1233,125.09,121.35,124.09,121.66,1087100.0,2664744.0,0.41,121.80999755859375,132419651.0
ARL,20.78,-3.3488,21.905,20.71,21.81,21.5,27800.0,13780.0,2.02,20.780000686645508,577684.0
ARLO,13.0,-0.7634,13.37,12.76,13.22,13.1,891500.0,1413952.0,0.63,13.0,11589500.0
ARMK,57.88,0.0,58.2,57.365,57.92,57.88,1793600.0,2912654.0,0.62,57.880001068115234,103813568.0
ARMP,4.26,-11.8012,4.9195,4.16,4.8,4.83,244600.0,129028.0,1.9,4.260000228881836,1041996.0
AROC,38.53,0.0519,38.77,37.78,38.31,38.51,926100.0,2024084.0,0.46,38.529998779296875,35682633.0
ARW,206.41,0.5456,209.08,203.39,204.2,205.29,431400.0,735042.0,0.59,206.41000366210938,89045274.0
ASAN,7.33,-0.5427,7.71,7.27,7.58,7.37,4668300.0,6471858.0,0.72,7.329999923706055,34218639.0
ASB,30.6,0.691,30.715,30.3,30.5,30.39,1197500.0,2044986.0,0.59,30.600000381469727,36643500.0
ASC,16.39,6.9843,16.45,15.46,15.58,15.32,922100.0,714674.0,1.29,16.389999389648438,15113219.0
ASH,66.75,2.6923,67.32,65.21,65.89,65.0,614000.0,1145330.0,0.54,66.75,40984500.0
ASIC,24.12,0.5,25.2,23.3612,24.0,24.0,136700.0,78056.0,1.75,24.1200008392334,3297204.0
ASIX,20.28,1.6032,20.64,19.96,19.96,19.96,205900.0,290116.0,0.71,20.280000686645508,4175652.0000000005
ASPN,5.16,-1.5267,5.25,5.125,5.25,5.24,717700.0,1678462.0,0.43,5.159999847412109,3703332.0
ASR,285.12,0.5324,287.75,281.805,282.27,283.61,85100.0,74974.0,1.14,285.1199951171875,24263712.0
ATCH,0.1801,0.0,0.1883,0.18,0.1806,0.1801,611400.0,1759748.0,0.35,0.18000000715255737,110113.14
ATEN,37.17,-2.4665,38.07,36.9115,37.96,38.11,1335000.0,1167176.0,1.14,37.16999816894531,49621950.0
ATI,187.04,-0.7008,188.49,183.28,187.97,188.36,644800.0,1816384.0,0.35,187.0399932861328,120603392.0
ATKR,72.24,2.3229,72.72,70.325,70.49,70.6,214900.0,444496.0,0.48,72.23999786376953,15524375.999999998
ATMU,50.67,1.2792,51.67,49.96,50.05,50.03,758700.0,1028670.0,0.74,50.66999816894531,38443329.0
ATNM,0.93,-4.1237,0.975,0.92,0.96,0.97,75900.0,125752.0,0.6,0.9300000071525574,70587.0
ATO,176.2,0.8471,176.6,174.56,174.56,174.72,527300.0,1519502.0,0.35,176.1999969482422,92910260.0
ATR,125.53,0.8678,126.98,124.37,125.0,124.45,385200.0,527796.0,0.73,125.52999877929688,48354156.0
AUB,42.06,1.2031,42.15,41.65,41.67,41.56,810200.0,1127100.0,0.72,42.060001373291016,34077012.0
AVA,41.9,1.8226,41.96,41.19,41.2,41.15,420800.0,771228.0,0.55,41.900001525878906,17631520.0
AVB,191.84,1.2562,192.139,189.65,190.25,189.46,924300.0,1150394.0,0.8,191.83999633789062,177317712.0
AVBC,20.47,0.0489,20.5,20.34,20.36,20.46,36500.0,109378.0,0.33,20.469999313354492,747155.0
AVD,2.68,0.7519,2.74,2.6,2.68,2.66,139100.0,385624.0,0.36,2.680000066757202,372788.0
AVEX,16.46,-0.4837,16.75,15.975,16.7,16.54,1163200.0,2303288.0,0.51,16.459999084472656,19146272.0
AVNS,24.93,-0.0401,24.96,24.92,24.93,24.94,336500.0,1168168.0,0.29,24.93000030517578,8388945.0
AVNT,36.03,0.139,36.6473,36.01,36.29,35.98,849000.0,905302.0,0.94,36.029998779296875,30589470.0
AVTR,10.39,-1.1418,10.64,10.365,10.6,10.51,6655000.0,9643192.0,0.69,10.390000343322754,69145450.0
AVY,160.71,1.031,162.38,159.7,159.99,159.07,480000.0,722672.0,0.66,160.7100067138672,77140800.0
AWI,155.5,0.915,156.74,154.28,154.89,154.09,584900.0,422484.0,1.38,155.5,90951950.0
AWK,130.69,0.1072,131.7,129.64,130.74,130.55,1679100.0,2193378.0,0.77,130.69000244140625,219441579.0
AWR,84.51,0.7751,84.9,83.87,84.15,83.86,186700.0,341082.0,0.55,84.51000213623047,15778017.000000002
AWX,2.61,0.7956,2.62,2.5448,2.55,2.5894,3900.0,7482.0,0.52,2.609999895095825,10179.0
AX,97.4,0.4434,98.21,96.92,97.48,96.97,237300.0,433846.0,0.55,97.4000015258789,23113020.0
AXIL,6.0445,-3.4425,6.26,6.0445,6.09,6.26,5600.0,161160.0,0.03,6.045000076293945,33849.200000000004
AXP,350.58,1.1133,352.9899,345.925,351.22,346.72,2792000.0,3174760.0,0.88,350.5799865722656,978819360.0
AXR,25.2,0.1192,25.675,24.7001,25.2,25.17,9300.0,9576.0,0.97,25.200000762939453,234360.0
AXS,113.06,0.5693,113.79,112.18,112.82,112.42,590700.0,680240.0,0.87,113.05999755859375,66784542.0
AYI,333.11,-0.4572,340.94,332.02,336.99,334.64,366700.0,405780.0,0.9,333.1099853515625,122151437.0
AZO,3072.64,2.0678,3074.99,2978.0,3011.66,3010.39,204000.0,413364.0,0.49,3072.639892578125,626818560.0
AZTR,0.142,-4.4415,0.148677,0.142,0.148,0.1486,1140900.0,14073826.0,0.08,0.1420000046491623,162007.8
BA,222.28,-0.372,223.8399,219.5671,223.69,223.11,3826200.0,6445862.0,0.59,222.27999877929688,850487736.0
BAC,59.67,0.7089,59.87,59.39,59.64,59.25,21910800.0,36021590.0,0.61,59.66999816894531,1307417436.0
BAH,62.76,-0.6333,64.41,62.01,64.0,63.16,1516900.0,2146324.0,0.71,62.7599983215332,95200644.0
BALL,61.69,1.1311,62.0698,60.9,61.21,61.0,1338300.0,3037396.0,0.44,61.689998626708984,82559727.0
BALY,12.89,4.7967,13.68,12.1,12.4,12.3,75100.0,58260.0,1.29,12.890000343322754,968039.0
BANC,20.5,0.1466,20.65,20.33,20.54,20.47,2126000.0,2781716.0,0.76,20.5,43583000.0
BAP,400.81,2.2683,402.19,394.1125,395.96,391.92,205200.0,486910.0,0.42,400.80999755859375,82246212.0
BARK,9.6,1.2658,9.71,9.23,9.63,9.48,42300.0,87454.0,0.48,9.600000381469727,406080.0
BATL,1.58,6.0403,1.595,1.39,1.44,1.49,10399400.0,14889144.0,0.7,1.5800000429153442,16431052.0
BAX,22.62,0.7124,22.715,22.35,22.64,22.46,3102300.0,7253490.0,0.43,22.6200008392334,70174026.0
BB,10.97,-4.0245,11.45,10.86,11.32,11.43,17633700.0,37032370.0,0.48,10.970000267028809,193441689.0
BBAI,3.27,-1.506,3.4299,3.24,3.39,3.32,23032100.0,40388846.0,0.57,3.2699999809265137,75314967.0
BBBY,5.24,-4.5537,5.565,5.125,5.5,5.49,2197600.0,2864506.0,0.77,5.239999771118164,11515424.0
BBDC,8.57,2.2673,8.62,8.47,8.47,8.38,441200.0,770470.0,0.57,8.569999694824219,3781084.0
BBT,30.19,0.5328,30.385,29.94,30.03,30.03,430400.0,855582.0,0.5,30.190000534057617,12993776.0
BBVA,25.69,1.3013,25.81,25.49,25.67,25.36,1044200.0,1567848.0,0.67,25.690000534057617,26825498.0
BBW,34.42,10.4976,34.45,31.4601,31.77,31.15,599900.0,405268.0,1.48,34.41999816894531,20648558.0
BBY,82.8,3.5129,83.14,80.17,80.58,79.99,3625800.0,4278674.0,0.85,82.80000305175781,300216240.0
BC,77.9,-0.1154,79.48,77.8,77.87,77.99,490500.0,656802.0,0.75,77.9000015258789,38209950.0
BCC,76.06,5.2879,77.4299,72.05,74.22,72.24,376900.0,457214.0,0.82,76.05999755859375,28667014.0
BCE,21.38,0.2814,21.571,21.292,21.33,21.32,3005700.0,3784028.0,0.79,21.3799991607666,64261866.0
BCHT,1.92,-1.0309,2.05,1.8901,1.9,1.94,24300.0,177022.0,0.14,1.9199999570846558,46656.0
BCO,104.24,0.8612,104.57,102.63,104.12,103.35,339700.0,475294.0,0.71,104.23999786376953,35410328.0
BCS,27.48,0.8811,27.6473,27.315,27.425,27.24,3838400.0,5287380.0,0.73,27.479999542236328,105479232.0
BCSF,12.86,2.4701,12.92,12.6123,12.74,12.55,283400.0,353830.0,0.8,12.859999656677246,3644524.0
BDC,106.96,-0.9538,109.125,106.5,107.07,107.99,379400.0,605218.0,0.63,106.95999908447266,40580624.0
BDL,44.9,7.9327,45.27,41.78,41.78,41.6,35900.0,10896.0,3.29,44.900001525878906,1611910.0
BDN,3.06,0.0,3.1,3.04,3.09,3.06,1575100.0,1763204.0,0.89,3.059999942779541,4819806.0
BDX,151.94,0.7226,152.9,150.15,150.52,150.85,1048200.0,2955142.0,0.35,151.94000244140625,159263508.0
BE,244.61,-4.8284,251.205,229.5501,251.205,257.02,14807000.0,12490574.0,1.19,244.61000061035156,3621940270.0
BEN,33.5,-0.5344,34.3905,33.465,33.79,33.68,4239400.0,4648388.0,0.91,33.5,142019900.0
BESS,3.9,-6.25,4.3,3.9,4.3,4.16,200400.0,707032.0,0.28,3.9000000953674316,781560.0
BETA,17.71,5.8577,17.86,16.61,16.93,16.73,1254100.0,1703180.0,0.74,17.709999084472656,22210111.0
BFAM,73.31,-1.5048,75.56,71.77,75.26,74.43,886000.0,1374292.0,0.64,73.30999755859375,64952660.0
BFH,96.5,0.9942,97.89,96.16,96.53,95.55,487000.0,686560.0,0.71,96.5,46995500.0
BFLY,7.98,-0.4988,8.1099,7.52,7.97,8.02,5375500.0,7881566.0,0.68,7.980000019073486,42896490.0
BFS,36.14,0.6405,36.24,35.59,35.95,35.91,62300.0,84382.0,0.74,36.13999938964844,2251522.0
BGI,0.5501,-3.5251,0.5651,0.55,0.5651,0.5702,2200.0,307922.0,0.01,0.550000011920929,1210.22
BGS,3.93,1.5504,3.95,3.845,3.87,3.87,1226700.0,2099706.0,0.58,3.930000066757202,4820931.0
BGSF,5.63,0.5357,5.63,5.63,5.63,5.6,1700.0,11152.0,0.15,5.630000114440918,9571.0
BH,373.05,-5.4852,403.5,361.02,397.11,394.7,63600.0,63562.0,1.0,373.04998779296875,23725980.0
BHB,37.2,0.3236,37.38,36.75,37.06,37.08,54300.0,124026.0,0.44,37.20000076293945,2019960.0000000002
BHC,4.78,-1.6461,4.88,4.7,4.84,4.86,1367200.0,2391446.0,0.57,4.78000020980835,6535216.0
BHE,85.06,-0.2346,85.73,83.48,84.21,85.26,216200.0,530488.0,0.41,85.05999755859375,18389972.0
BHM,8.9434,0.8275,8.9434,8.9,8.9,8.87,2000.0,9240.0,0.22,8.942999839782715,17886.8
BHR,2.06,0.0,2.13,2.06,2.06,2.06,472500.0,633838.0,0.75,2.059999942779541,973350.0
BILL,41.36,2.0731,41.81,40.79,41.51,40.52,1877500.0,2753654.0,0.68,41.36000061035156,77653400.0
BIO,296.11,-0.3936,302.16,295.955,300.0,297.28,204500.0,410726.0,0.5,296.1099853515625,60554495.0
BJ,88.05,2.8261,88.26,85.86,85.86,85.63,1477200.0,2288236.0,0.65,88.05000305175781,130067460.0
BKD,14.41,-5.6937,14.495,13.82,14.42,15.28,12459200.0,4482852.0,2.78,14.40999984741211,179537072.0
BKE,42.58,2.405,42.65,41.58,42.03,41.58,517300.0,513866.0,1.01,42.58000183105469,22026634.0
BKH,75.21,2.6337,75.768,73.37,73.95,73.28,965300.0,999654.0,0.97,75.20999908447266,72600213.0
BKKT,8.41,0.4779,8.84,8.33,8.75,8.37,877200.0,1860838.0,0.47,8.40999984741211,7377252.0
BKSY,25.02,-2.0744,25.8,23.932,25.8,25.55,1423800.0,2227454.0,0.64,25.020000457763672,35623476.0
BKTI,85.27,1.8636,85.49,82.415,84.03,83.71,108600.0,43644.0,2.49,85.2699966430664,9260322.0
BKU,48.23,0.0,48.48,47.96,48.06,48.23,428500.0,793244.0,0.54,48.22999954223633,20666555.0
BKV,25.3,-4.094,26.48,24.81,26.48,26.38,810500.0,858332.0,0.94,25.299999237060547,20505650.0
BLD,354.53,-1.4537,373.0,330.51,373.0,359.76,0.0,938557.0,0.0,354.5299987792969,0.0
BLDR,75.69,1.5428,77.58,75.07,75.07,74.54,1267600.0,2806410.0,0.45,75.69000244140625,95944644.0
BLK,1036.11,1.6113,1048.495,1030.0,1039.47,1019.68,595000.0,729346.0,0.82,1036.1099853515625,616485450.0
BLND,1.7,-0.5848,1.75,1.64,1.72,1.71,2701700.0,3539718.0,0.76,1.7000000476837158,4592890.0
BLX,58.66,0.9812,59.47,58.08,58.08,58.09,126700.0,196206.0,0.65,58.65999984741211,7432222.0
BMI,144.18,-0.5449,145.89,143.85,145.65,144.97,236000.0,494756.0,0.48,144.17999267578125,34026480.0
BMNR,14.98,1.9741,15.54,14.95,15.27,14.69,28633900.0,37359484.0,0.77,14.979999542236328,428935822.0
BMO,178.96,1.3019,179.19,176.905,177.23,176.66,474800.0,799522.0,0.59,178.9600067138672,84970208.0
BMY,57.58,-0.6213,57.94,56.935,57.79,57.94,11203500.0,12218064.0,0.92,57.58000183105469,645097530.0
BNED,12.91,13.0473,13.09,11.51,11.51,11.42,821300.0,347742.0,2.36,12.90999984741211,10602983.0
BNL,21.83,1.018,21.935,21.52,21.58,21.61,1750600.0,1987538.0,0.88,21.829999923706055,38215598.0
BNY,151.92,-0.2233,153.08,150.97,153.02,152.26,2296800.0,3833844.0,0.6,151.9199981689453,348929856.0
BOBS,15.65,2.0874,16.12,15.12,15.45,15.33,784900.0,1150790.0,0.68,15.649999618530273,12283685.0
BOC,14.09,-0.8445,14.2844,14.03,14.04,14.21,200300.0,235390.0,0.85,14.09000015258789,2822227.0
